,source,band,zbound,zvalue
944,../1024/data/frame_00919,B7,zmin,0.007655153000446483
945,../1024/data/frame_00919,B7,zmax,0.05919720215480774
946,../1024/data/frame_00919,B8,zmin,-0.0032637560927917825
947,../1024/data/frame_00919,B8,zmax,0.0041061488088843
948,../1024/data/frame_00920,B3,zmin,7.5328898429870605
949,../1024/data/frame_00920,B3,zmax,102.03187959706958
950,../1024/data/frame_00920,B4,zmin,30.86408233642578
951,../1024/data/frame_00920,B4,zmax,113.943115234375
952,../1024/data/frame_00920,B5,zmin,911.4101275313853
953,../1024/data/frame_00920,B5,zmax,3075.9912046652307
954,../1024/data/frame_00920,B6,zmin,19.852986621868293
955,../1024/data/frame_00920,B6,zmax,80.01112890644005
956,../1024/data/frame_00920,B7,zmin,0.0031957033510013294
957,../1024/data/frame_00920,B7,zmax,0.03642837712945895
958,../1024/data/frame_00920,B8,zmin,-0.003068362079409105
959,../1024/data/frame_00920,B8,zmax,0.0033196749439090008
960,../1024/data/frame_00921,B3,zmin,6.523351669311523
961,../1024/data/frame_00921,B3,zmax,79.25828585237596
962,../1024/data/frame_00921,B4,zmin,29.29071617126465
963,../1024/data/frame_00921,B4,zmax,183.20271783873233
964,../1024/data/frame_00921,B5,zmin,878.2122032759733
965,../1024/data/frame_00921,B5,zmax,2505.762492825209
966,../1024/data/frame_00921,B6,zmin,17.143574657879526
967,../1024/data/frame_00921,B6,zmax,93.67030938088133
968,../1024/data/frame_00921,B7,zmin,0.0035548729978188767
969,../1024/data/frame_00921,B7,zmax,0.04712849103884903
970,../1024/data/frame_00921,B8,zmin,-0.0032144117807467905
971,../1024/data/frame_00921,B8,zmax,0.029448835159591027
972,../1024/data/frame_00922,B3,zmin,5.020327091217041
973,../1024/data/frame_00922,B3,zmax,49.29798240734854
974,../1024/data/frame_00922,B4,zmin,17.238178253173828
975,../1024/data/frame_00922,B4,zmax,78.32562255859375
976,../1024/data/frame_00922,B5,zmin,759.1386719570683
977,../1024/data/frame_00922,B5,zmax,1927.9912996483356
978,../1024/data/frame_00922,B6,zmin,11.724565595160627
979,../1024/data/frame_00922,B6,zmax,44.27615509278806
980,../1024/data/frame_00922,B7,zmin,-0.0027731492749284064
981,../1024/data/frame_00922,B7,zmax,0.006157064070402825
982,../1024/data/frame_00922,B8,zmin,-0.0029438847968651758
983,../1024/data/frame_00922,B8,zmax,0.004296895534870984
984,../1024/data/frame_00923,B3,zmin,8.435439109802246
985,../1024/data/frame_00923,B3,zmax,93.5512867399795
986,../1024/data/frame_00923,B4,zmin,41.27796936035156
987,../1024/data/frame_00923,B4,zmax,109.38457489013672
988,../1024/data/frame_00923,B5,zmin,988.9017838147223
989,../1024/data/frame_00923,B5,zmax,2909.4561612863426
990,../1024/data/frame_00923,B6,zmin,23.065213370468314
991,../1024/data/frame_00923,B6,zmax,98.7384410653903
992,../1024/data/frame_00923,B7,zmin,0.005655955610928072
993,../1024/data/frame_00923,B7,zmax,0.08341597827400274
994,../1024/data/frame_00923,B8,zmin,-0.003676109258015265
995,../1024/data/frame_00923,B8,zmax,0.0038955877750547936
996,../1024/data/frame_00924,B3,zmin,10.72105884552002
997,../1024/data/frame_00924,B3,zmax,86.25743710535957
998,../1024/data/frame_00924,B4,zmin,40.58144760131836
999,../1024/data/frame_00924,B4,zmax,153.44647216796875
1000,../1024/data/frame_00924,B5,zmin,995.8454989349563
1001,../1024/data/frame_00924,B5,zmax,1945.0861798490444
1002,../1024/data/frame_00924,B6,zmin,22.884026320763006
1003,../1024/data/frame_00924,B6,zmax,83.19819542588651
1004,../1024/data/frame_00924,B7,zmin,0.00447726949250764
1005,../1024/data/frame_00924,B7,zmax,0.06870033442602112
1006,../1024/data/frame_00924,B8,zmin,-0.0034823743649756073
1007,../1024/data/frame_00924,B8,zmax,0.013579143802966435
1008,../1024/data/frame_00925,B3,zmin,6.14475679397583
1009,../1024/data/frame_00925,B3,zmax,48.35214442867431
1010,../1024/data/frame_00925,B4,zmin,21.9221248626709
1011,../1024/data/frame_00925,B4,zmax,105.74130405567787
1012,../1024/data/frame_00925,B5,zmin,801.5658782720932
1013,../1024/data/frame_00925,B5,zmax,1710.0505926802928
1014,../1024/data/frame_00925,B6,zmin,13.310119470239446
1015,../1024/data/frame_00925,B6,zmax,58.05383645876766
1016,../1024/data/frame_00925,B7,zmin,-0.0028855727352053496
1017,../1024/data/frame_00925,B7,zmax,0.03183685662134135
1018,../1024/data/frame_00925,B8,zmin,-0.0026303082271954426
1019,../1024/data/frame_00925,B8,zmax,0.010871700951613671
1020,../1024/data/frame_00926,B3,zmin,6.7867112159729
1021,../1024/data/frame_00926,B3,zmax,67.73472995669923
1022,../1024/data/frame_00926,B4,zmin,36.67734146118164
1023,../1024/data/frame_00926,B4,zmax,108.24879455566406
1024,../1024/data/frame_00926,B5,zmin,921.6160657251077
1025,../1024/data/frame_00926,B5,zmax,1905.648993908994
1026,../1024/data/frame_00926,B6,zmin,21.752990452985348
1027,../1024/data/frame_00926,B6,zmax,89.20335779176402
1028,../1024/data/frame_00926,B7,zmin,0.0034344448547617224
1029,../1024/data/frame_00926,B7,zmax,0.048632455653428844
1030,../1024/data/frame_00926,B8,zmin,-0.0030614268103645926
1031,../1024/data/frame_00926,B8,zmax,0.010223147655730788
1032,../1024/data/frame_00927,B3,zmin,4.21185302734375
1033,../1024/data/frame_00927,B3,zmax,86.38572044816291
1034,../1024/data/frame_00927,B4,zmin,20.0975399017334
1035,../1024/data/frame_00927,B4,zmax,230.3559642400842
1036,../1024/data/frame_00927,B5,zmin,746.9551117302112
1037,../1024/data/frame_00927,B5,zmax,2726.0245637372836
1038,../1024/data/frame_00927,B6,zmin,14.370561662172326
1039,../1024/data/frame_00927,B6,zmax,102.89957052146745
1040,../1024/data/frame_00927,B7,zmin,-0.0013298373612057085
1041,../1024/data/frame_00927,B7,zmax,0.05882044569988032
1042,../1024/data/frame_00927,B8,zmin,-0.0030165320575940846
1043,../1024/data/frame_00927,B8,zmax,0.0033188395941308197
1044,../1024/data/frame_00936,B3,zmin,9.54107666015625
1045,../1024/data/frame_00936,B3,zmax,119.87579853626035
1046,../1024/data/frame_00936,B4,zmin,35.53171920776367
1047,../1024/data/frame_00936,B4,zmax,286.2684020996094
1048,../1024/data/frame_00936,B5,zmin,938.0570243341632
1049,../1024/data/frame_00936,B5,zmax,3790.0210087250616
1050,../1024/data/frame_00936,B6,zmin,21.219938321134986
1051,../1024/data/frame_00936,B6,zmax,245.31084198514324
1052,../1024/data/frame_00936,B7,zmin,0.0027857612719845194
1053,../1024/data/frame_00936,B7,zmax,0.15598059862774846
1054,../1024/data/frame_00936,B8,zmin,-0.004531626980649328
1055,../1024/data/frame_00936,B8,zmax,0.04556657137064858
1056,../1024/data/frame_00937,B3,zmin,10.228734970092773
1057,../1024/data/frame_00937,B3,zmax,117.30705592135945
1058,../1024/data/frame_00937,B4,zmin,36.25633239746094
1059,../1024/data/frame_00937,B4,zmax,308.69410464148325
1060,../1024/data/frame_00937,B5,zmin,943.0835549649713
1061,../1024/data/frame_00937,B5,zmax,3485.6819964699953
1062,../1024/data/frame_00937,B6,zmin,22.001663432300987
1063,../1024/data/frame_00937,B6,zmax,242.49238441124933
1064,../1024/data/frame_00937,B7,zmin,0.003944309501097075
1065,../1024/data/frame_00937,B7,zmax,0.1515358842436573
1066,../1024/data/frame_00937,B8,zmin,-0.005147380059592237
1067,../1024/data/frame_00937,B8,zmax,0.04791455789737302
1068,../1024/data/frame_00938,B3,zmin,5.558010578155518
1069,../1024/data/frame_00938,B3,zmax,72.4898284125473
1070,../1024/data/frame_00938,B4,zmin,24.866697311401367
1071,../1024/data/frame_00938,B4,zmax,193.06754199298328
1072,../1024/data/frame_00938,B5,zmin,773.9266670522867
1073,../1024/data/frame_00938,B5,zmax,3124.6312425765364
1074,../1024/data/frame_00938,B6,zmin,16.343075003974
1075,../1024/data/frame_00938,B6,zmax,97.88413582278946
1076,../1024/data/frame_00938,B7,zmin,-0.0016883753359696412
1077,../1024/data/frame_00938,B7,zmax,0.020890855185926014
1078,../1024/data/frame_00938,B8,zmin,-0.0036025031855505575
1079,../1024/data/frame_00938,B8,zmax,0.018517787575263768
1080,../1024/data/frame_00941,B3,zmin,9.908001899719238
1081,../1024/data/frame_00941,B3,zmax,78.57230565815047
1082,../1024/data/frame_00941,B4,zmin,34.86186981201172
1083,../1024/data/frame_00941,B4,zmax,160.88912963867188
1084,../1024/data/frame_00941,B5,zmin,932.5171446985947
1085,../1024/data/frame_00941,B5,zmax,1739.505538623142
1086,../1024/data/frame_00941,B6,zmin,20.769344753967044
1087,../1024/data/frame_00941,B6,zmax,125.53564079128995
1088,../1024/data/frame_00941,B7,zmin,0.0017181511467701566
1089,../1024/data/frame_00941,B7,zmax,0.09359923099413264
1090,../1024/data/frame_00941,B8,zmin,-0.0037598504373631894
1091,../1024/data/frame_00941,B8,zmax,0.019697260987594275
1092,../1024/data/frame_00943,B3,zmin,7.728882312774658
1093,../1024/data/frame_00943,B3,zmax,64.48779717840792
1094,../1024/data/frame_00943,B4,zmin,33.059165954589844
1095,../1024/data/frame_00943,B4,zmax,138.1879554807453
1096,../1024/data/frame_00943,B5,zmin,907.045235827117
1097,../1024/data/frame_00943,B5,zmax,2054.7948469299945
1098,../1024/data/frame_00943,B6,zmin,20.212717835868464
1099,../1024/data/frame_00943,B6,zmax,73.7028589096359
1100,../1024/data/frame_00943,B7,zmin,0.0007104321245561685
1101,../1024/data/frame_00943,B7,zmax,0.04775800521360064
1102,../1024/data/frame_00943,B8,zmin,-0.003233645274028391
1103,../1024/data/frame_00943,B8,zmax,0.010124375651647262
1104,../1024/data/frame_00944,B3,zmin,9.186320304870605
1105,../1024/data/frame_00944,B3,zmax,74.19237390856858
1106,../1024/data/frame_00944,B4,zmin,33.03602600097656
1107,../1024/data/frame_00944,B4,zmax,172.50862856667575
1108,../1024/data/frame_00944,B5,zmin,926.8538948064333
1109,../1024/data/frame_00944,B5,zmax,2442.3516458607883
1110,../1024/data/frame_00944,B6,zmin,19.363255913451212
1111,../1024/data/frame_00944,B6,zmax,111.16847857250805
1112,../1024/data/frame_00944,B7,zmin,0.000916557238861583
1113,../1024/data/frame_00944,B7,zmax,0.05295295987148888
1114,../1024/data/frame_00944,B8,zmin,-0.004341098840287425
1115,../1024/data/frame_00944,B8,zmax,0.012841423890172579
1116,../1024/data/frame_00945,B3,zmin,6.70421838760376
1117,../1024/data/frame_00945,B3,zmax,78.5122185286389
1118,../1024/data/frame_00945,B4,zmin,27.7823486328125
1119,../1024/data/frame_00945,B4,zmax,167.264900416287
1120,../1024/data/frame_00945,B5,zmin,852.6071041328083
1121,../1024/data/frame_00945,B5,zmax,2104.8941431845965
1122,../1024/data/frame_00945,B6,zmin,17.130667620566076
1123,../1024/data/frame_00945,B6,zmax,92.28391892054273
1124,../1024/data/frame_00945,B7,zmin,-0.0008368691390961819
1125,../1024/data/frame_00945,B7,zmax,0.05308140742197702
1126,../1024/data/frame_00945,B8,zmin,-0.005376776909427793
1127,../1024/data/frame_00945,B8,zmax,0.040188860703144036
1128,../1024/data/frame_00946,B3,zmin,6.056908130645752
1129,../1024/data/frame_00946,B3,zmax,73.00712256875195
1130,../1024/data/frame_00946,B4,zmin,28.208850860595703
1131,../1024/data/frame_00946,B4,zmax,170.03054706408952
1132,../1024/data/frame_00946,B5,zmin,843.2614855815048
1133,../1024/data/frame_00946,B5,zmax,2611.221851697751
1134,../1024/data/frame_00946,B6,zmin,16.87834077123427
1135,../1024/data/frame_00946,B6,zmax,100.72680881671857
1136,../1024/data/frame_00946,B7,zmin,-0.0007343074407830768
1137,../1024/data/frame_00946,B7,zmax,0.03318688870173115
1138,../1024/data/frame_00946,B8,zmin,-0.005639715100297209
1139,../1024/data/frame_00946,B8,zmax,0.04523652262856216
1140,../1024/data/frame_00947,B3,zmin,8.183724403381348
1141,../1024/data/frame_00947,B3,zmax,68.43538858891155
1142,../1024/data/frame_00947,B4,zmin,34.396080017089844
1143,../1024/data/frame_00947,B4,zmax,133.7854461669922
1144,../1024/data/frame_00947,B5,zmin,931.6857252688146
1145,../1024/data/frame_00947,B5,zmax,1541.3637903400406
1146,../1024/data/frame_00947,B6,zmin,19.8329099746728
1147,../1024/data/frame_00947,B6,zmax,90.60046711323663
1148,../1024/data/frame_00947,B7,zmin,0.00033529676199774963
1149,../1024/data/frame_00947,B7,zmax,0.05181177931880747
1150,../1024/data/frame_00947,B8,zmin,-0.0038128919247974362
1151,../1024/data/frame_00947,B8,zmax,0.0068488427386926495
1152,../1024/data/frame_00952,B3,zmin,5.094198703765869
1153,../1024/data/frame_00952,B3,zmax,67.38812945403325
1154,../1024/data/frame_00952,B4,zmin,22.26527214050293
1155,../1024/data/frame_00952,B4,zmax,172.9473893569078
1156,../1024/data/frame_00952,B5,zmin,808.4329959979968
1157,../1024/data/frame_00952,B5,zmax,1910.1851737693569
1158,../1024/data/frame_00952,B6,zmin,14.448414031398471
1159,../1024/data/frame_00952,B6,zmax,51.591383536847175
1160,../1024/data/frame_00952,B7,zmin,-0.002526669939310309
1161,../1024/data/frame_00952,B7,zmax,0.03441132209565096
1162,../1024/data/frame_00952,B8,zmin,-0.002790426985728338
1163,../1024/data/frame_00952,B8,zmax,0.002715015077911777
1164,../1024/data/frame_00953,B3,zmin,2.824605941772461
1165,../1024/data/frame_00953,B3,zmax,76.56233715224502
1166,../1024/data/frame_00953,B4,zmin,16.564884185791016
1167,../1024/data/frame_00953,B4,zmax,170.80414962550688
1168,../1024/data/frame_00953,B5,zmin,746.7737248427135
1169,../1024/data/frame_00953,B5,zmax,2491.270379104308
1170,../1024/data/frame_00953,B6,zmin,11.718566684597342
1171,../1024/data/frame_00953,B6,zmax,96.8247323594376
1172,../1024/data/frame_00953,B7,zmin,-0.004152463714903181
1173,../1024/data/frame_00953,B7,zmax,0.04716566753026531
1174,../1024/data/frame_00953,B8,zmin,-0.0028189268433160956
1175,../1024/data/frame_00953,B8,zmax,0.027516865043527038
1176,../1024/data/frame_00954,B3,zmin,3.2166171073913574
1177,../1024/data/frame_00954,B3,zmax,80.83769231781008
1178,../1024/data/frame_00954,B4,zmin,13.783533096313477
1179,../1024/data/frame_00954,B4,zmax,195.72986683995552
1180,../1024/data/frame_00954,B5,zmin,728.9203992445973
1181,../1024/data/frame_00954,B5,zmax,2741.633949154989
1182,../1024/data/frame_00954,B6,zmin,11.138605763805444
1183,../1024/data/frame_00954,B6,zmax,102.6024796739525
1184,../1024/data/frame_00954,B7,zmin,-0.004159258266559724
1185,../1024/data/frame_00954,B7,zmax,0.04906381061357247
1186,../1024/data/frame_00954,B8,zmin,-0.0027401049404524123
1187,../1024/data/frame_00954,B8,zmax,0.027898035915635076
1188,../1024/data/frame_00955,B3,zmin,4.374865531921387
1189,../1024/data/frame_00955,B3,zmax,57.35913072727142
1190,../1024/data/frame_00955,B4,zmin,19.523452758789062
1191,../1024/data/frame_00955,B4,zmax,109.02369665220395
1192,../1024/data/frame_00955,B5,zmin,781.8637494537135
1193,../1024/data/frame_00955,B5,zmax,1798.7617350466162
1194,../1024/data/frame_00955,B6,zmin,13.736003297122094
1195,../1024/data/frame_00955,B6,zmax,55.46164345971686
1196,../1024/data/frame_00955,B7,zmin,-0.0027891389045820074
1197,../1024/data/frame_00955,B7,zmax,0.009468824118474948
1198,../1024/data/frame_00955,B8,zmin,-0.003461766968877616
1199,../1024/data/frame_00955,B8,zmax,0.003797574491439003
1200,../1024/data/frame_00956,B3,zmin,3.902210235595703
1201,../1024/data/frame_00956,B3,zmax,77.00149211930008
1202,../1024/data/frame_00956,B4,zmin,21.89967918395996
1203,../1024/data/frame_00956,B4,zmax,147.2662134120721
1204,../1024/data/frame_00956,B5,zmin,788.7741963416454
1205,../1024/data/frame_00956,B5,zmax,2139.8357229354096
1206,../1024/data/frame_00956,B6,zmin,14.1777023289936
1207,../1024/data/frame_00956,B6,zmax,73.03759045077148
1208,../1024/data/frame_00956,B7,zmin,-0.00298624891582573
1209,../1024/data/frame_00956,B7,zmax,0.03712520922491038
1210,../1024/data/frame_00956,B8,zmin,-0.0032282967686392246
1211,../1024/data/frame_00956,B8,zmax,0.006046020058679102
1212,../1024/data/frame_00957,B3,zmin,4.332590103149414
1213,../1024/data/frame_00957,B3,zmax,61.51808199204598
1214,../1024/data/frame_00957,B4,zmin,22.575422286987305
1215,../1024/data/frame_00957,B4,zmax,83.75489044189453
1216,../1024/data/frame_00957,B5,zmin,560.4872100255585
1217,../1024/data/frame_00957,B5,zmax,1538.1103444665732
1218,../1024/data/frame_00957,B6,zmin,15.044863058818994
1219,../1024/data/frame_00957,B6,zmax,67.28239763957787
1220,../1024/data/frame_00957,B7,zmin,-0.0009391063673720152
1221,../1024/data/frame_00957,B7,zmax,0.03571940344380181
1222,../1024/data/frame_00957,B8,zmin,-0.0032630222066739258
1223,../1024/data/frame_00957,B8,zmax,0.0024599220270781694
1224,../1024/data/frame_00958,B3,zmin,8.248743057250977
1225,../1024/data/frame_00958,B3,zmax,77.19616917634934
1226,../1024/data/frame_00958,B4,zmin,31.10913848876953
1227,../1024/data/frame_00958,B4,zmax,105.21635437011719
1228,../1024/data/frame_00958,B5,zmin,635.6258287673099
1229,../1024/data/frame_00958,B5,zmax,1409.2434298028788
1230,../1024/data/frame_00958,B6,zmin,20.26044979292424
1231,../1024/data/frame_00958,B6,zmax,170.52630695357655
1232,../1024/data/frame_00958,B7,zmin,0.0041580208710477505
1233,../1024/data/frame_00958,B7,zmax,0.03883915584712943
1234,../1024/data/frame_00958,B8,zmin,-0.0035309180682458552
1235,../1024/data/frame_00958,B8,zmax,0.0077956202311177895
1236,../1024/data/frame_00962,B3,zmin,6.998473167419434
1237,../1024/data/frame_00962,B3,zmax,73.8252343156573
1238,../1024/data/frame_00962,B4,zmin,28.605148315429688
1239,../1024/data/frame_00962,B4,zmax,167.9251812632818
1240,../1024/data/frame_00962,B5,zmin,618.327917932544
1241,../1024/data/frame_00962,B5,zmax,1822.940452959012
1242,../1024/data/frame_00962,B6,zmin,17.317886752284736
1243,../1024/data/frame_00962,B6,zmax,103.7250097365301
1244,../1024/data/frame_00962,B7,zmin,0.0003849862059543288
1245,../1024/data/frame_00962,B7,zmax,0.04804654114102178
1246,../1024/data/frame_00962,B8,zmin,-0.003337371013484019
1247,../1024/data/frame_00962,B8,zmax,0.0027496697866690495
1248,../1024/data/frame_00963,B3,zmin,4.706440448760986
1249,../1024/data/frame_00963,B3,zmax,67.47343122171836
1250,../1024/data/frame_00963,B4,zmin,25.505647659301758
1251,../1024/data/frame_00963,B4,zmax,156.622998255133
1252,../1024/data/frame_00963,B5,zmin,566.0553065116618
1253,../1024/data/frame_00963,B5,zmax,1886.0183330298287
1254,../1024/data/frame_00963,B6,zmin,16.083642133676268
1255,../1024/data/frame_00963,B6,zmax,87.67620656364679
1256,../1024/data/frame_00963,B7,zmin,0.0015017750976684062
1257,../1024/data/frame_00963,B7,zmax,0.04180196444804937
1258,../1024/data/frame_00963,B8,zmin,-0.0033876176545347076
1259,../1024/data/frame_00963,B8,zmax,0.005944326947525458
1260,../1024/data/frame_00964,B3,zmin,9.39218521118164
1261,../1024/data/frame_00964,B3,zmax,168.00006394724454
1262,../1024/data/frame_00964,B4,zmin,38.8127326965332
1263,../1024/data/frame_00964,B4,zmax,366.193115234375
1264,../1024/data/frame_00964,B5,zmin,688.4454951786821
1265,../1024/data/frame_00964,B5,zmax,2754.9741431227562
1266,../1024/data/frame_00964,B6,zmin,21.71496614700812
1267,../1024/data/frame_00964,B6,zmax,294.9717022474846
1268,../1024/data/frame_00964,B7,zmin,0.0045598848146016805
1269,../1024/data/frame_00964,B7,zmax,0.16812044598853354
1270,../1024/data/frame_00964,B8,zmin,-0.005210577891601366
1271,../1024/data/frame_00964,B8,zmax,0.01412303894148685
1272,../1024/data/frame_00965,B3,zmin,6.317168235778809
1273,../1024/data/frame_00965,B3,zmax,73.11083216714752
1274,../1024/data/frame_00965,B4,zmin,26.767492294311523
1275,../1024/data/frame_00965,B4,zmax,100.3700180053711
1276,../1024/data/frame_00965,B5,zmin,579.3008929578258
1277,../1024/data/frame_00965,B5,zmax,1970.4488332397118
1278,../1024/data/frame_00965,B6,zmin,16.18827074300488
1279,../1024/data/frame_00965,B6,zmax,93.80800728512635
1280,../1024/data/frame_00965,B7,zmin,0.001659125543909482
1281,../1024/data/frame_00965,B7,zmax,0.0487720951351367
1282,../1024/data/frame_00965,B8,zmin,-0.0032044674645404685
1283,../1024/data/frame_00965,B8,zmax,0.005408276204689803
1284,../1024/data/frame_00966,B3,zmin,9.961346626281738
1285,../1024/data/frame_00966,B3,zmax,152.2318924602897
1286,../1024/data/frame_00966,B4,zmin,36.646629333496094
1287,../1024/data/frame_00966,B4,zmax,409.16591189121294
1288,../1024/data/frame_00966,B5,zmin,671.7034323440267
1289,../1024/data/frame_00966,B5,zmax,2539.6930039703298
1290,../1024/data/frame_00966,B6,zmin,21.501267424482023
1291,../1024/data/frame_00966,B6,zmax,145.7077949256416
1292,../1024/data/frame_00966,B7,zmin,0.004490627108867148
1293,../1024/data/frame_00966,B7,zmax,0.08463926150301627
1294,../1024/data/frame_00966,B8,zmin,-0.0043975714445992084
1295,../1024/data/frame_00966,B8,zmax,0.00873214906479571
1296,../1024/data/frame_00969,B3,zmin,6.343503952026367
1297,../1024/data/frame_00969,B3,zmax,75.4168701171875
1298,../1024/data/frame_00969,B4,zmin,28.441679000854492
1299,../1024/data/frame_00969,B4,zmax,172.55496215820312
1300,../1024/data/frame_00969,B5,zmin,619.1889617886155
1301,../1024/data/frame_00969,B5,zmax,1996.837034169667
1302,../1024/data/frame_00969,B6,zmin,18.34841025132929
1303,../1024/data/frame_00969,B6,zmax,108.9784184823371
1304,../1024/data/frame_00969,B7,zmin,0.0010556131001346054
1305,../1024/data/frame_00969,B7,zmax,0.07610736662191485
1306,../1024/data/frame_00969,B8,zmin,-0.0037168651397590092
1307,../1024/data/frame_00969,B8,zmax,0.039339270327996896
1308,../1024/data/frame_00970,B3,zmin,6.440549850463867
1309,../1024/data/frame_00970,B3,zmax,88.38589321438447
1310,../1024/data/frame_00970,B4,zmin,31.486679077148438
1311,../1024/data/frame_00970,B4,zmax,106.17643737792969
1312,../1024/data/frame_00970,B5,zmin,627.0490158373743
1313,../1024/data/frame_00970,B5,zmax,1370.7374366109627
1314,../1024/data/frame_00970,B6,zmin,19.06721165556451
1315,../1024/data/frame_00970,B6,zmax,156.46893724211904
1316,../1024/data/frame_00970,B7,zmin,0.0025874438657354478
1317,../1024/data/frame_00970,B7,zmax,0.07071495864255047
1318,../1024/data/frame_00970,B8,zmin,-0.00401331271718339
1319,../1024/data/frame_00970,B8,zmax,0.01625844550430461
1320,../1024/data/frame_00971,B3,zmin,1.0609081983566284
1321,../1024/data/frame_00971,B3,zmax,41.57751193511819
1322,../1024/data/frame_00971,B4,zmin,13.572052955627441
1323,../1024/data/frame_00971,B4,zmax,50.56291961669922
1324,../1024/data/frame_00971,B5,zmin,497.7802395006495
1325,../1024/data/frame_00971,B5,zmax,820.0536681603401
1326,../1024/data/frame_00971,B6,zmin,9.919769669368028
1327,../1024/data/frame_00971,B6,zmax,29.563576109061263
1328,../1024/data/frame_00971,B7,zmin,-0.0034935295568006897
1329,../1024/data/frame_00971,B7,zmax,0.00601727926830352
1330,../1024/data/frame_00971,B8,zmin,-0.004189377579829773
1331,../1024/data/frame_00971,B8,zmax,0.013192231363516674
1332,../1024/data/frame_00972,B3,zmin,6.566706657409668
1333,../1024/data/frame_00972,B3,zmax,74.52406400814996
1334,../1024/data/frame_00972,B4,zmin,30.49921989440918
1335,../1024/data/frame_00972,B4,zmax,158.17866409553432
1336,../1024/data/frame_00972,B5,zmin,648.5457508329374
1337,../1024/data/frame_00972,B5,zmax,1639.2865301352322
1338,../1024/data/frame_00972,B6,zmin,18.971101221461698
1339,../1024/data/frame_00972,B6,zmax,91.47643276751333
1340,../1024/data/frame_00972,B7,zmin,0.0017149494556271923
1341,../1024/data/frame_00972,B7,zmax,0.03270910661988683
1342,../1024/data/frame_00972,B8,zmin,-0.003820317266529202
1343,../1024/data/frame_00972,B8,zmax,0.004267963424425862
1344,../1024/data/frame_00973,B3,zmin,6.650418281555176
1345,../1024/data/frame_00973,B3,zmax,70.68542361734772
1346,../1024/data/frame_00973,B4,zmin,28.92768669128418
1347,../1024/data/frame_00973,B4,zmax,155.96434608748967
1348,../1024/data/frame_00973,B5,zmin,615.5121904376448
1349,../1024/data/frame_00973,B5,zmax,1663.923867124465
1350,../1024/data/frame_00973,B6,zmin,17.54890973940049
1351,../1024/data/frame_00973,B6,zmax,99.49027360328056
1352,../1024/data/frame_00973,B7,zmin,0.0013035120563143405
1353,../1024/data/frame_00973,B7,zmax,0.054511145762940555
1354,../1024/data/frame_00973,B8,zmin,-0.004040313647442542
1355,../1024/data/frame_00973,B8,zmax,0.043206668987618685
1356,../1024/data/frame_00982,B3,zmin,8.341480255126953
1357,../1024/data/frame_00982,B3,zmax,65.35531419617476
1358,../1024/data/frame_00982,B4,zmin,32.08454895019531
1359,../1024/data/frame_00982,B4,zmax,154.16109412871492
1360,../1024/data/frame_00982,B5,zmin,642.0445875200705
1361,../1024/data/frame_00982,B5,zmax,1272.512132560953
1362,../1024/data/frame_00982,B6,zmin,18.947652930884463
1363,../1024/data/frame_00982,B6,zmax,120.21611188122814
1364,../1024/data/frame_00982,B7,zmin,0.002996437289414972
1365,../1024/data/frame_00982,B7,zmax,0.06405189651044894
1366,../1024/data/frame_00982,B8,zmin,-0.004775557610529306
1367,../1024/data/frame_00982,B8,zmax,0.04092942267321066
1368,../1024/data/frame_00983,B3,zmin,7.14264440536499
1369,../1024/data/frame_00983,B3,zmax,73.82543450688553
1370,../1024/data/frame_00983,B4,zmin,35.78118133544922
1371,../1024/data/frame_00983,B4,zmax,162.6066152531428
1372,../1024/data/frame_00983,B5,zmin,665.921088611592
1373,../1024/data/frame_00983,B5,zmax,1622.7675519491727
1374,../1024/data/frame_00983,B6,zmin,20.23600027532505
1375,../1024/data/frame_00983,B6,zmax,96.52536601531158
1376,../1024/data/frame_00983,B7,zmin,0.002856687535918353
1377,../1024/data/frame_00983,B7,zmax,0.021301287278606883
1378,../1024/data/frame_00983,B8,zmin,-0.004442151831335285
1379,../1024/data/frame_00983,B8,zmax,0.02532735434883212
1380,../1024/data/frame_00985,B3,zmin,7.3414387702941895
1381,../1024/data/frame_00985,B3,zmax,108.01439856164004
1382,../1024/data/frame_00985,B4,zmin,35.8547477722168
1383,../1024/data/frame_00985,B4,zmax,295.5511112683587
1384,../1024/data/frame_00985,B5,zmin,672.8026514947663
1385,../1024/data/frame_00985,B5,zmax,2658.8673528987674
1386,../1024/data/frame_00985,B6,zmin,22.01850326879963
1387,../1024/data/frame_00985,B6,zmax,184.04358433684118
1388,../1024/data/frame_00985,B7,zmin,0.003843769890334184
1389,../1024/data/frame_00985,B7,zmax,0.12211445236639558
1390,../1024/data/frame_00985,B8,zmin,-0.005343308806921308
1391,../1024/data/frame_00985,B8,zmax,0.04717067169503747
1392,../1024/data/frame_00986,B3,zmin,3.473848342895508
1393,../1024/data/frame_00986,B3,zmax,51.69275431057912
1394,../1024/data/frame_00986,B4,zmin,20.081790924072266
1395,../1024/data/frame_00986,B4,zmax,89.37708490623126
1396,../1024/data/frame_00986,B5,zmin,527.708247392608
1397,../1024/data/frame_00986,B5,zmax,1119.1153321936295
1398,../1024/data/frame_00986,B6,zmin,13.615292759567584
1399,../1024/data/frame_00986,B6,zmax,43.95672958693193
1400,../1024/data/frame_00986,B7,zmin,-0.001795779012795431
1401,../1024/data/frame_00986,B7,zmax,0.007473558576988353
